TDS,EC,pH,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
0.583420282,0.76035503,0.791044776,0.123074725,0.24665438,0.16829595,0.10955318,0.11632102,0.12435932,0.15463713,0.22589087,0.26033664,0.25963607,0.29122627,0.09822547
0.099428955,0.099428955,0.292592593,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.097413504,0.097413504,0.418518519,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.100436681,0.100436681,0.381481481,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.993281827,0.993281827,0.974074074,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
1,1,0.977777778,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.993281827,0.993281827,0.977777778,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.025864965,0.025864965,0.444444444,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.04165267,0.04165267,0.440740741,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.019818609,0.019818609,0.47037037,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.12764528,0.12764528,0.577777778,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.128653006,0.128653006,0.566666667,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.127981189,0.127981189,0.455555556,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.132012093,0.132012093,0.296296296,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.132012093,0.132012093,0.337037037,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.13268391,0.13268391,0.340740741,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.172321129,0.172321129,0.403703704,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.168290225,0.168290225,0.444444444,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.17433658,0.17433658,0.42962963,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.102452133,0.102452133,0.259259259,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.101444407,0.101444407,0.314814815,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.101780316,0.101780316,0.3,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.667450453,0.667450453,0.52962963,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.657373194,0.657373194,0.525925926,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.660732281,0.660732281,0.551851852,0.13505812,0.25767913,0.1994269,0.123952664,0.12721254,0.14793575,0.1590486,0.1901494,0.21205758,0.20490174,0.23232624,0.068811156
0.034262681,0.034262681,0.433333333,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.033926772,0.033926772,0.466666667,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.026200873,0.026200873,0.474074074,0.13575959,0.259958,0.20215704,0.1251071,0.12891465,0.1503945,0.16099809,0.19025595,0.21152464,0.2046777,0.23129664,0.07013752
0.184749748,0.184749748,0.525925926,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.182734296,0.182734296,0.525925926,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.182734296,0.182734296,0.52962963,0.13685429,0.25608668,0.19956182,0.12585874,0.12955755,0.15080488,0.16093655,0.19039442,0.21175857,0.20397875,0.2312637,0.06754858
0.184413839,0.184413839,0.525925926,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.189788378,0.189788378,0.52962963,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.187772926,0.187772926,0.514814815,0.13661613,0.25567123,0.19896543,0.12552936,0.1290972,0.15017094,0.16044225,0.19031174,0.21181345,0.20401107,0.231448,0.06737444
0.231105139,0.231105139,0.511111111,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.229425596,0.229425596,0.507407407,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.231441048,0.231441048,0.514814815,0.14167893,0.25401503,0.20196185,0.13115059,0.1362151,0.15911277,0.16672012,0.19162033,0.21151234,0.20231219,0.22898765,0.06493872
0.711118576,0.711118576,0.911111111,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.731273094,0.731273094,0.911111111,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.737991266,0.737991266,0.911111111,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.714477662,0.714477662,0.896296296,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.731273094,0.731273094,0.9,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.714477662,0.714477662,0.9,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.724554921,0.724554921,0.755555556,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.731273094,0.731273094,0.762962963,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.73463218,0.73463218,0.785185185,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.684245885,0.684245885,0.911111111,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.690964058,0.690964058,0.914814815,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.684245885,0.684245885,0.918518519,0.12819989,0.26411945,0.19925104,0.11613968,0.11735327,0.13540098,0.15111256,0.19156158,0.21680991,0.21141535,0.24069045,0.071333215
0.694323144,0.694323144,0.914814815,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.687604971,0.687604971,0.914814815,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.694323144,0.694323144,0.911111111,0.1282077,0.26469526,0.19978976,0.11620653,0.11748067,0.13561136,0.15132862,0.19166017,0.21687384,0.21155953,0.2407405,0.07159064
0.993281827,0.993281827,1,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.996640914,0.996640914,0.988888889,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
0.993281827,0.993281827,0.985185185,0.1282107,0.2652139,0.20027138,0.116265334,0.11759497,0.13580282,0.15152255,0.19173487,0.21691144,0.21167415,0.2407634,0.07183769
