Station,Latitude,Longitude,Dates,TDS,EC,pH,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MNDWI,NDWI,SI1,SI2,SI3,SI4,SI5,SI6
WEIR SITE,9.206525,40.119202,03/12/2020,0.121080517,0.162721893,0.634328358,0.13329475,0.27050328,0.21136121,0.1272227,0.1331866,0.16131254,0.1745664,0.20228249,0.22484252,0.221976,0.248578,0.090410955,-0.3401539,-0.2499965,0.537154761,0.510303141,0.209189873,0.305014338,0.021484667,0.258866784
WARC,9.335145,40.172296,03/12/2020,0.129668148,0.174556213,0.645522388,0.13781191,0.267473,0.21548994,0.1314177,0.13835557,0.16875169,0.17937428,0.20264429,0.22406375,0.21962805,0.24552457,0.08881259,-0.31815758,-0.2270285,0.54787717,0.51939703,0.218218686,0.309606001,0.023347735,0.259574159
Beseka  out  gate,8.888565,39.917802,05/01/2021,0.130989322,0.177514793,0.641791045,0.12571971,0.27907833,0.21394026,0.116922624,0.121124044,0.14972538,0.1649529,0.19078891,0.21164185,0.21239969,0.23707731,0.08724917,-0.39468604,-0.2736706,0.516379707,0.487900265,0.192584326,0.286709525,0.018135343,0.244509024
Beseka  middle,8.89731,39.90717,05/01/2021,0.700195127,0.940828402,0.955223881,0.12572107,0.27970785,0.21448931,0.11701458,0.12130175,0.15011014,0.1653688,0.19108663,0.21196777,0.21278873,0.23746324,0.08757398,-0.39501822,-0.27383894,0.516841097,0.488176533,0.192995255,0.287273758,0.018208623,0.244935008
Beseka  uper,8.90574,39.8977,05/01/2021,0.722214694,0.970414201,0.947761194,0.1257146,0.28026623,0.21497709,0.11709139,0.121455565,0.15044922,0.16573523,0.19134147,0.21224551,0.21312548,0.2377913,0.08787635,-0.39532498,-0.2739842,0.517243273,0.488412687,0.193355685,0.287765342,0.018272895,0.245303741
DEHOSPPRING,9.166462,40.083482,05/01/2021,0.322339359,0.431952663,0.552238806,0.13120164,0.2701651,0.21468666,0.12299433,0.12835528,0.15845859,0.17111796,0.19247484,0.21128158,0.20966934,0.23222828,0.08587698,-0.3558408,-0.24055661,0.53052137,0.501347797,0.203922051,0.29248151,0.020338997,0.245837972
KESEM,9.335145,40.172296,05/01/2021,0.033883032,0.044378698,0.46641791,0.13722648,0.26598734,0.21826999,0.12954368,0.13622704,0.16851486,0.1791768,0.19714558,0.21469575,0.21088307,0.23258866,0.08412124,-0.32261476,-0.2150788,0.545947378,0.515529551,0.216691176,0.302368539,0.022956282,0.251056715
WEIR SITE,9.206525,40.119202,05/01/2021,0.119979539,0.162721893,0.462686567,0.13282502,0.2683405,0.21508634,0.12467711,0.13031374,0.1608025,0.17287791,0.19340104,0.21182306,0.20955059,0.2318532,0.0851055,-0.34623176,-0.23314258,0.534302915,0.504966183,0.20697612,0.294534486,0.020954775,0.246765314
WARC,9.335145,40.172296,05/01/2021,0.123722865,0.165680473,0.425373134,0.13722648,0.26598734,0.21826999,0.12954368,0.13622704,0.16851486,0.1791768,0.19714558,0.21469575,0.21088307,0.23258866,0.08412124,-0.32261476,-0.2150788,0.545947378,0.515529551,0.216691176,0.302368539,0.022956282,0.251056715
Beseka  out  gate,8.888565,39.917802,18/08/2021,0.048415946,0.065088757,0.167910448,0.14535439,0.2098727,0.13463831,0.11852187,0.11841638,0.10318739,0.1315128,0.22997683,0.26944432,0.25497037,0.28919277,0.07197657,-0.27858472,-0.3657173,0.470860127,0.486763028,0.157067105,0.299466135,0.012219077,0.281126891
Beseka  middle,8.89731,39.90717,18/08/2021,0.563673812,0.733727811,0.813432836,0.146103,0.20985954,0.13459824,0.11893552,0.118869334,0.103527166,0.13203445,0.23097952,0.27063298,0.25612596,0.29042763,0.07266542,-0.27679408,-0.36602226,0.4716595,0.487652389,0.157631827,0.300746236,0.012306205,0.282365764
Beseka  uper,8.90574,39.8977,18/08/2021,0.563673812,0.733727811,0.779850746,0.14681235,0.20984697,0.13457297,0.11932796,0.11930084,0.10385974,0.13253424,0.23191534,0.27173722,0.25720218,0.29157385,0.07331888,-0.2750926,-0.36626887,0.472427455,0.488496474,0.158175649,0.301947837,0.012390554,0.283523635
Beseka  out  gate,8.888565,39.917802,24/09/2021,0.039167728,0.053254438,0.302238806,0.1646,0.21925,0.17795,0.14935,0.1533,0.17505,0.17615,0.19795,0.2172,0.1983,0.22705,0.0481,-0.1770232,-0.12798636,0.569561241,0.550136351,0.232687333,0.305722565,0.026835166,0.250646728
Beseka  middle,8.89731,39.90717,24/09/2021,0.55418846,0.733727811,0.817164179,0.1646,0.21925,0.17795,0.14935,0.1533,0.17505,0.17615,0.19795,0.2172,0.1983,0.22705,0.0481,-0.1770232,-0.12798636,0.569561241,0.550136351,0.232687333,0.305722565,0.026835166,0.250646728
Beseka  uper,8.90574,39.8977,24/09/2021,0.54097672,0.704142012,0.824626866,0.1646,0.21925,0.17795,0.14935,0.1533,0.17505,0.17615,0.19795,0.2172,0.1983,0.22705,0.0481,-0.1770232,-0.12798636,0.569561241,0.550136351,0.232687333,0.305722565,0.026835166,0.250646728
DEHOSPPRING,9.166462,40.083482,24/09/2021,0.356920242,0.464497041,0.421641791,0.1646,0.21925,0.17795,0.14935,0.1533,0.17505,0.17615,0.19795,0.2172,0.1983,0.22705,0.0481,-0.1770232,-0.12798636,0.569561241,0.550136351,0.232687333,0.305722565,0.026835166,0.250646728
KESEM,9.335145,40.172296,24/09/2021,0.032782054,0.044378698,0.145522388,0.1646,0.21925,0.17795,0.14935,0.1533,0.17505,0.17615,0.19795,0.2172,0.1983,0.22705,0.0481,-0.1770232,-0.12798636,0.569561241,0.550136351,0.232687333,0.305722565,0.026835166,0.250646728
WEIR SITE,9.206525,40.119202,24/09/2021,0.027937749,0.038461538,0.134328358,0.1646,0.21925,0.17795,0.14935,0.1533,0.17505,0.17615,0.19795,0.2172,0.1983,0.22705,0.0481,-0.1770232,-0.12798636,0.569561241,0.550136351,0.232687333,0.305722565,0.026835166,0.250646728
WARC,9.335145,40.172296,24/09/2021,0.032782054,0.044378698,0.205223881,0.1646,0.21925,0.17795,0.14935,0.1533,0.17505,0.17615,0.19795,0.2172,0.1983,0.22705,0.0481,-0.1770232,-0.12798636,0.569561241,0.550136351,0.232687333,0.305722565,0.026835166,0.250646728
Beseka  out  gate,8.888565,39.917802,30/10/2021,0.115999079,0.213017751,0.447761194,0.1205219,0.23002361,0.15491305,0.10384241,0.1079148,0.110148706,0.1414325,0.2164264,0.24864939,0.24652122,0.2751192,0.09621652,-0.3613345,-0.3910619,0.462591735,0.460170844,0.154202273,0.290776637,0.011886675,0.269106513
Beseka  middle,8.89731,39.90717,30/10/2021,0.586370904,0.763313609,0.776119403,0.120625995,0.23066904,0.15530501,0.103940114,0.10806492,0.11043415,0.1418347,0.21693005,0.24926294,0.24718451,0.27583858,0.09668911,-0.3619481,-0.39161104,0.463005687,0.460440044,0.154511258,0.291502853,0.011934058,0.269774371
Beseka  uper,8.90574,39.8977,30/10/2021,0.586370904,0.763313609,0.77238806,0.1207202,0.23125148,0.15565512,0.104027405,0.10819906,0.11069149,0.14219871,0.21738683,0.24982193,0.24779032,0.2764923,0.097131856,-0.36250472,-0.39212197,0.4633777,0.460680437,0.154789024,0.292163799,0.011976715,0.27038321
DEHOSPPRING,9.166462,40.083482,30/10/2021,0.344358926,0.461538462,0.51119403,0.129131,0.23312174,0.1677593,0.113836676,0.11848575,0.12793565,0.15320326,0.21412994,0.24284463,0.23923814,0.26529026,0.09325726,-0.32603398,-0.33755752,0.491703492,0.481998366,0.174374318,0.296042719,0.015158551,0.266971462
KESEM,9.335145,40.172296,30/10/2021,0.02114556,0.047337278,0.208955224,0.13682765,0.2377401,0.18062922,0.122903876,0.12828377,0.14418396,0.16439684,0.21328267,0.2387967,0.23373671,0.25821885,0.0894016,-0.2990415,-0.29129,0.516805417,0.501186238,0.192991556,0.303114813,0.018496463,0.266626282
WEIR SITE,9.206525,40.119202,30/10/2021,0.086526735,0.162721893,0.223880597,0.13114426,0.23374124,0.1708889,0.116228454,0.121023804,0.13211612,0.15588103,0.21339867,0.24113482,0.23708662,0.2626388,0.09178873,-0.3177242,-0.32409784,0.498341828,0.487085473,0.179168723,0.297172506,0.015989196,0.26618946
WARC,9.335145,40.172296,30/10/2021,0.098552806,0.183431953,0.582089552,0.13682765,0.2377401,0.18062922,0.122903876,0.12828377,0.14418396,0.16439684,0.21328267,0.2387967,0.23373671,0.25821885,0.0894016,-0.2990415,-0.29129,0.516805417,0.501186238,0.192991556,0.303114813,0.018496463,0.266626282
WEIR SITE,9.206525,40.119202,07/01/2022,0.170031708,0.233727811,0.097014925,0.23996213,0.37853315,0.32246983,0.23149729,0.23808812,0.2710192,0.2819816,0.3023681,0.3217571,0.31769428,0.34247625,0.18263085,-0.22776549,-0.1432326,0.708883967,0.685263018,0.360745551,0.480694296,0.064526446,0.397008318
DEHOSPPRING,9.166462,40.083482,07/01/2022,0.32857259,0.449704142,0.194029851,0.2382583,0.38026816,0.32281163,0.22986557,0.23622896,0.26879498,0.280288,0.3012937,0.3210185,0.3175775,0.34254885,0.18403696,-0.23364131,-0.14688985,0.706159011,0.682711157,0.357847543,0.478445754,0.063497156,0.395802471
KESEM,9.335145,40.172296,07/01/2022,0.036559256,0.050295858,0,0.24461089,0.37606856,0.3237379,0.23617576,0.24347533,0.277577,0.28713414,0.30585697,0.32446525,0.31890616,0.3431853,0.17964968,-0.2140175,-0.1341275,0.716765494,0.692568476,0.369227891,0.487883565,0.06758316,0.401224844
WARC,9.335145,40.172296,07/01/2022,0.163595219,0.224852071,0.044776119,0.24461089,0.37606856,0.3237379,0.23617576,0.24347533,0.277577,0.28713414,0.30585697,0.32446525,0.31890616,0.3431853,0.17964968,-0.2140175,-0.1341275,0.716765494,0.692568476,0.369227891,0.487883565,0.06758316,0.401224844
WARC,9.335145,40.172296,12/06/2023,0.106818945,0.106818945,0.151851852,0.2539348,0.3388975,0.27860257,0.23155811,0.23736131,0.25162405,0.26497206,0.31278223,0.33945706,0.3263153,0.35812953,0.16794677,-0.17619893,-0.15781035,0.695113057,0.684776917,0.345911916,0.475538366,0.059725814,0.403512176
WARC,9.335145,40.172296,12/06/2023,0.101108498,0.101108498,0.307407407,0.2539348,0.3388975,0.27860257,0.23155811,0.23736131,0.25162405,0.26497206,0.31278223,0.33945706,0.3263153,0.35812953,0.16794677,-0.17619893,-0.15781035,0.695113057,0.684776917,0.345911916,0.475538366,0.059725814,0.403512176
WARC,9.335145,40.172296,12/06/2023,0.104803493,0.104803493,0.237037037,0.2539348,0.3388975,0.27860257,0.23155811,0.23736131,0.25162405,0.26497206,0.31278223,0.33945706,0.3263153,0.35812953,0.16794677,-0.17619893,-0.15781035,0.695113057,0.684776917,0.345911916,0.475538366,0.059725814,0.403512176
WEIR SITE,9.206525,40.119202,12/06/2023,0.002687269,0.002687269,0.196296296,0.2580199,0.3372426,0.2736666,0.22676976,0.2313542,0.24154113,0.25739166,0.31175068,0.34003142,0.32802993,0.36016768,0.1710996,-0.18622756,-0.17282529,0.684332443,0.676848555,0.334465077,0.468476812,0.055881556,0.401408027
WEIR SITE,9.206525,40.119202,12/06/2023,0.004030904,0.004030904,0.214814815,0.2580199,0.3372426,0.2736666,0.22676976,0.2313542,0.24154113,0.25739166,0.31175068,0.34003142,0.32802993,0.36016768,0.1710996,-0.18622756,-0.17282529,0.684332443,0.676848555,0.334465077,0.468476812,0.055881556,0.401408027
WEIR SITE,9.206525,40.119202,12/06/2023,0.010413168,0.010413168,0.218518519,0.2580199,0.3372426,0.2736666,0.22676976,0.2313542,0.24154113,0.25739166,0.31175068,0.34003142,0.32802993,0.36016768,0.1710996,-0.18622756,-0.17282529,0.684332443,0.676848555,0.334465077,0.468476812,0.055881556,0.401408027
KEBENA,9.251618,40.048613,12/06/2023,0.088008062,0.088008062,0.27037037,0.25069895,0.33832136,0.2729686,0.22443303,0.22916757,0.23897761,0.25598854,0.3115946,0.34035975,0.32934564,0.36141792,0.1727441,-0.19234523,-0.17936563,0.680742716,0.673498775,0.331101301,0.467008163,0.054765917,0.401231013
KEBENA,9.251618,40.048613,12/06/2023,0.084648975,0.084648975,0.259259259,0.25069895,0.33832136,0.2729686,0.22443303,0.22916757,0.23897761,0.25598854,0.3115946,0.34035975,0.32934564,0.36141792,0.1727441,-0.19234523,-0.17936563,0.680742716,0.673498775,0.331101301,0.467008163,0.054765917,0.401231013
KEBENA,9.251618,40.048613,12/06/2023,0.080618072,0.080618072,0.248148148,0.25069895,0.33832136,0.2729686,0.22443303,0.22916757,0.23897761,0.25598854,0.3115946,0.34035975,0.32934564,0.36141792,0.1727441,-0.19234523,-0.17936563,0.680742716,0.673498775,0.331101301,0.467008163,0.054765917,0.401231013
KESEM,9.198116,40.045662,12/06/2023,0.083305341,0.083305341,0.203703704,0.25322998,0.3378379,0.27219146,0.22352724,0.22787037,0.23668866,0.25407526,0.3111359,0.340255,0.32933903,0.36152476,0.1728942,-0.1943891,-0.18210147,0.678392141,0.671861305,0.328552019,0.465199553,0.053934332,0.400486083
KESEM,9.198116,40.045662,12/06/2023,0.081961706,0.081961706,0.214814815,0.25322998,0.3378379,0.27219146,0.22352724,0.22787037,0.23668866,0.25407526,0.3111359,0.340255,0.32933903,0.36152476,0.1728942,-0.1943891,-0.18210147,0.678392141,0.671861305,0.328552019,0.465199553,0.053934332,0.400486083
KESEM,9.198116,40.045662,12/06/2023,0.084984884,0.084984884,0.188888889,0.25322998,0.3378379,0.27219146,0.22352724,0.22787037,0.23668866,0.25407526,0.3111359,0.340255,0.32933903,0.36152476,0.1728942,-0.1943891,-0.18210147,0.678392141,0.671861305,0.328552019,0.465199553,0.053934332,0.400486083
AWASHRIVER@ADDIS RAI,9.188908,40.125419,12/06/2023,0.084984884,0.084984884,0.207407407,0.25947648,0.3369389,0.27335703,0.22672404,0.23118359,0.24108589,0.25697002,0.31168884,0.3400305,0.32797447,0.36014923,0.17111544,-0.18614876,-0.17310111,0.683966323,0.676688726,0.334018348,0.468119118,0.0557351,0.401264381
AWASHRIVER@ADDIS RAI,9.188908,40.125419,12/06/2023,0.084984884,0.084984884,0.144444444,0.25947648,0.3369389,0.27335703,0.22672404,0.23118359,0.24108589,0.25697002,0.31168884,0.3400305,0.32797447,0.36014923,0.17111544,-0.18614876,-0.17310111,0.683966323,0.676688726,0.334018348,0.468119118,0.0557351,0.401264381
AWASHRIVER@ADDIS RAI,9.188908,40.125419,12/06/2023,0.087000336,0.087000336,0.177777778,0.25947648,0.3369389,0.27335703,0.22672404,0.23118359,0.24108589,0.25697002,0.31168884,0.3400305,0.32797447,0.36014923,0.17111544,-0.18614876,-0.17310111,0.683966323,0.676688726,0.334018348,0.468119118,0.0557351,0.401264381
DEHOSPPRING,9.166462,40.083482,12/06/2023,0.59455828,0.59455828,0.4,0.25765038,0.3371067,0.27226773,0.22461319,0.22880776,0.23761432,0.2544822,0.3111957,0.3401232,0.32870588,0.36094517,0.17217271,-0.1913698,-0.17918506,0.679873156,0.673365393,0.329868999,0.465683487,0.054368,0.400500369
DEHOSPPRING,9.166462,40.083482,12/06/2023,0.591871011,0.591871011,0.42962963,0.25765038,0.3371067,0.27226773,0.22461319,0.22880776,0.23761432,0.2544822,0.3111957,0.3401232,0.32870588,0.36094517,0.17217271,-0.1913698,-0.17918506,0.679873156,0.673365393,0.329868999,0.465683487,0.054368,0.400500369
DEHOSPPRING,9.166462,40.083482,12/06/2023,0.580450118,0.580450118,0.455555556,0.25765038,0.3371067,0.27226773,0.22461319,0.22880776,0.23761432,0.2544822,0.3111957,0.3401232,0.32870588,0.36094517,0.17217271,-0.1913698,-0.17918506,0.679873156,0.673365393,0.329868999,0.465683487,0.054368,0.400500369
WARC,9.335145,40.172296,17/06/2023,0.104803493,0.104803493,0.166666667,0.25489044,0.37882343,0.31235623,0.2676895,0.27293587,0.29291996,0.3039202,0.34462327,0.36946797,0.35472766,0.38768122,0.16521192,-0.16246422,-0.13031152,0.748738579,0.735272306,0.400369945,0.534909153,0.079948366,0.447577588
WARC,9.335145,40.172296,17/06/2023,0.10312395,0.10312395,0.244444444,0.25489044,0.37882343,0.31235623,0.2676895,0.27293587,0.29291996,0.3039202,0.34462327,0.36946797,0.35472766,0.38768122,0.16521192,-0.16246422,-0.13031152,0.748738579,0.735272306,0.400369945,0.534909153,0.079948366,0.447577588
WARC,9.335145,40.172296,17/06/2023,0.105139402,0.105139402,0.262962963,0.25489044,0.37882343,0.31235623,0.2676895,0.27293587,0.29291996,0.3039202,0.34462327,0.36946797,0.35472766,0.38768122,0.16521192,-0.16246422,-0.13031152,0.748738579,0.735272306,0.400369945,0.534909153,0.079948366,0.447577588
WEIR SITE,9.206525,40.119202,17/06/2023,0.020154518,0.020154518,0.22962963,0.25583005,0.3942914,0.3226221,0.28480422,0.28892767,0.3072727,0.31959313,0.36504817,0.39140785,0.37681356,0.41052946,0.1677048,-0.1542166,-0.13201208,0.769465352,0.757450922,0.421776854,0.565583039,0.08877958,0.474834351
WEIR SITE,9.206525,40.119202,17/06/2023,0.019482701,0.019482701,0.225925926,0.25583005,0.3942914,0.3226221,0.28480422,0.28892767,0.3072727,0.31959313,0.36504817,0.39140785,0.37681356,0.41052946,0.1677048,-0.1542166,-0.13201208,0.769465352,0.757450922,0.421776854,0.565583039,0.08877958,0.474834351
WEIR SITE,9.206525,40.119202,17/06/2023,0.020826335,0.020826335,0.266666667,0.25583005,0.3942914,0.3226221,0.28480422,0.28892767,0.3072727,0.31959313,0.36504817,0.39140785,0.37681356,0.41052946,0.1677048,-0.1542166,-0.13201208,0.769465352,0.757450922,0.421776854,0.565583039,0.08877958,0.474834351
KEBENA,9.251618,40.048613,17/06/2023,0.078266711,0.078266711,0.296296296,0.25098765,0.38884866,0.3160132,0.27000406,0.27447897,0.29184854,0.30620164,0.35345164,0.38011906,0.3669373,0.4004428,0.17034972,-0.1724181,-0.14414716,0.749568279,0.737890938,0.40064233,0.54328378,0.08010629,0.458237597
KEBENA,9.251618,40.048613,17/06/2023,0.074571716,0.074571716,0.303703704,0.25098765,0.38884866,0.3160132,0.27000406,0.27447897,0.29184854,0.30620164,0.35345164,0.38011906,0.3669373,0.4004428,0.17034972,-0.1724181,-0.14414716,0.749568279,0.737890938,0.40064233,0.54328378,0.08010629,0.458237597
KEBENA,9.251618,40.048613,17/06/2023,0.077930803,0.077930803,0.296296296,0.25098765,0.38884866,0.3160132,0.27000406,0.27447897,0.29184854,0.30620164,0.35345164,0.38011906,0.3669373,0.4004428,0.17034972,-0.1724181,-0.14414716,0.749568279,0.737890938,0.40064233,0.54328378,0.08010629,0.458237597
KESEM,9.198116,40.045662,17/06/2023,0.078266711,0.078266711,0.233333333,0.2523924,0.39463708,0.32055435,0.27845767,0.28252253,0.29964107,0.31390527,0.3621243,0.38916236,0.37569356,0.40947086,0.17046048,-0.16556591,-0.14155082,0.76032805,0.748986115,0.411829761,0.557449014,0.08465535,0.470068751
KESEM,9.198116,40.045662,17/06/2023,0.087336245,0.087336245,0.251851852,0.2523924,0.39463708,0.32055435,0.27845767,0.28252253,0.29964107,0.31390527,0.3621243,0.38916236,0.37569356,0.40947086,0.17046048,-0.16556591,-0.14155082,0.76032805,0.748986115,0.411829761,0.557449014,0.08465535,0.470068751
KESEM,9.198116,40.045662,17/06/2023,0.084984884,0.084984884,0.259259259,0.2523924,0.39463708,0.32055435,0.27845767,0.28252253,0.29964107,0.31390527,0.3621243,0.38916236,0.37569356,0.40947086,0.17046048,-0.16556591,-0.14155082,0.76032805,0.748986115,0.411829761,0.557449014,0.08465535,0.470068751
AWASHRIVER@ADDIS RAI,9.188908,40.125419,17/06/2023,0.075579442,0.075579442,0.285185185,0.2566537,0.39651158,0.32455304,0.28860083,0.2925698,0.3109165,0.32304516,0.36865303,0.39510176,0.38030496,0.41412145,0.16752493,-0.1508411,-0.13038857,0.774285054,0.762345472,0.426926408,0.571749965,0.09096478,0.479821784
AWASHRIVER@ADDIS RAI,9.188908,40.125419,17/06/2023,0.076587168,0.076587168,0.27037037,0.2566537,0.39651158,0.32455304,0.28860083,0.2925698,0.3109165,0.32304516,0.36865303,0.39510176,0.38030496,0.41412145,0.16752493,-0.1508411,-0.13038857,0.774285054,0.762345472,0.426926408,0.571749965,0.09096478,0.479821784
AWASHRIVER@ADDIS RAI,9.188908,40.125419,17/06/2023,0.075915351,0.075915351,0.314814815,0.2566537,0.39651158,0.32455304,0.28860083,0.2925698,0.3109165,0.32304516,0.36865303,0.39510176,0.38030496,0.41412145,0.16752493,-0.1508411,-0.13038857,0.774285054,0.762345472,0.426926408,0.571749965,0.09096478,0.479821784
DEHOSPPRING,9.166462,40.083482,17/06/2023,0.551226067,0.551226067,0.392592593,0.25526652,0.39875057,0.32502735,0.28811473,0.2919064,0.3094918,0.32265463,0.37012082,0.39707273,0.38279128,0.41673768,0.16907485,-0.15469936,-0.13470462,0.773050153,0.761591172,0.425434508,0.572296851,0.09034263,0.481392255
DEHOSPPRING,9.166462,40.083482,17/06/2023,0.560967417,0.560967417,0.455555556,0.25526652,0.39875057,0.32502735,0.28811473,0.2919064,0.3094918,0.32265463,0.37012082,0.39707273,0.38279128,0.41673768,0.16907485,-0.15469936,-0.13470462,0.773050153,0.761591172,0.425434508,0.572296851,0.09034263,0.481392255
DEHOSPPRING,9.166462,40.083482,17/06/2023,0.565334229,0.565334229,0.466666667,0.25526652,0.39875057,0.32502735,0.28811473,0.2919064,0.3094918,0.32265463,0.37012082,0.39707273,0.38279128,0.41673768,0.16907485,-0.15469936,-0.13470462,0.773050153,0.761591172,0.425434508,0.572296851,0.09034263,0.481392255
WARC,9.335145,40.172296,22/06/2023,0.115216661,0.115216661,0.425925926,0.27073884,0.38829514,0.3368127,0.29823348,0.30102864,0.3244524,0.3331779,0.36774102,0.39175805,0.37579027,0.40847322,0.17202632,-0.12659727,-0.11046031,0.789104479,0.774120222,0.442591913,0.580608239,0.09766947,0.481494099
WARC,9.335145,40.172296,22/06/2023,0.113201209,0.113201209,0.377777778,0.27073884,0.38829514,0.3368127,0.29823348,0.30102864,0.3244524,0.3331779,0.36774102,0.39175805,0.37579027,0.40847322,0.17202632,-0.12659727,-0.11046031,0.789104479,0.774120222,0.442591913,0.580608239,0.09766947,0.481494099
WARC,9.335145,40.172296,22/06/2023,0.112529392,0.112529392,0.403703704,0.27073884,0.38829514,0.3368127,0.29823348,0.30102864,0.3244524,0.3331779,0.36774102,0.39175805,0.37579027,0.40847322,0.17202632,-0.12659727,-0.11046031,0.789104479,0.774120222,0.442591913,0.580608239,0.09766947,0.481494099
WEIR SITE,9.206525,40.119202,22/06/2023,0.025864965,0.025864965,0.340740741,0.26999658,0.39978713,0.3429908,0.30985194,0.31137773,0.3319502,0.34238145,0.38318944,0.40912372,0.39340848,0.42697105,0.17310725,-0.12431631,-0.11639096,0.801125541,0.788181247,0.455134068,0.601595587,0.1033619,0.501723353
WEIR SITE,9.206525,40.119202,22/06/2023,0.025193147,0.025193147,0.307407407,0.26999658,0.39978713,0.3429908,0.30985194,0.31137773,0.3319502,0.34238145,0.38318944,0.40912372,0.39340848,0.42697105,0.17310725,-0.12431631,-0.11639096,0.801125541,0.788181247,0.455134068,0.601595587,0.1033619,0.501723353
WEIR SITE,9.206525,40.119202,22/06/2023,0.022841787,0.022841787,0.311111111,0.26999658,0.39978713,0.3429908,0.30985194,0.31137773,0.3319502,0.34238145,0.38318944,0.40912372,0.39340848,0.42697105,0.17310725,-0.12431631,-0.11639096,0.801125541,0.788181247,0.455134068,0.601595587,0.1033619,0.501723353
KEBENA,9.251618,40.048613,22/06/2023,0.09573396,0.09573396,0.385185185,0.27006108,0.39762366,0.34211484,0.3052418,0.30652377,0.3268539,0.33847055,0.37934282,0.40520924,0.39001918,0.42357278,0.17657654,-0.12937616,-0.119871154,0.795044461,0.782154437,0.4480963,0.594058292,0.100188494,0.496056228
KEBENA,9.251618,40.048613,22/06/2023,0.096405778,0.096405778,0.344444444,0.27006108,0.39762366,0.34211484,0.3052418,0.30652377,0.3268539,0.33847055,0.37934282,0.40520924,0.39001918,0.42357278,0.17657654,-0.12937616,-0.119871154,0.795044461,0.782154437,0.4480963,0.594058292,0.100188494,0.496056228
KEBENA,9.251618,40.048613,22/06/2023,0.094726234,0.094726234,0.396296296,0.27006108,0.39762366,0.34211484,0.3052418,0.30652377,0.3268539,0.33847055,0.37934282,0.40520924,0.39001918,0.42357278,0.17657654,-0.12937616,-0.119871154,0.795044461,0.782154437,0.4480963,0.594058292,0.100188494,0.496056228
KESEM,9.198116,40.045662,22/06/2023,0.135707088,0.135707088,0.292592593,0.26943576,0.40064138,0.343378,0.3084752,0.30946332,0.32890078,0.3407599,0.38358444,0.41007146,0.39488745,0.4286759,0.17579654,-0.12840086,-0.121280655,0.798358303,0.786090655,0.45160079,0.599899466,0.10178273,0.501700751
KESEM,9.198116,40.045662,22/06/2023,0.132348001,0.132348001,0.240740741,0.26943576,0.40064138,0.343378,0.3084752,0.30946332,0.32890078,0.3407599,0.38358444,0.41007146,0.39488745,0.4286759,0.17579654,-0.12840086,-0.121280655,0.798358303,0.786090655,0.45160079,0.599899466,0.10178273,0.501700751
KESEM,9.198116,40.045662,22/06/2023,0.129996641,0.129996641,0.255555556,0.26943576,0.40064138,0.343378,0.3084752,0.30946332,0.32890078,0.3407599,0.38358444,0.41007146,0.39488745,0.4286759,0.17579654,-0.12840086,-0.121280655,0.798358303,0.786090655,0.45160079,0.599899466,0.10178273,0.501700751
AWASHRIVER@ADDIS RAI,9.188908,40.125419,22/06/2023,0.093046691,0.093046691,0.385185185,0.2699263,0.40108234,0.3436447,0.31153136,0.31298777,0.3333587,0.3437526,0.3850733,0.41117835,0.3954042,0.4290419,0.17267172,-0.12336963,-0.116342954,0.803050478,0.790265234,0.457262915,0.604511246,0.1043372,0.504287438
AWASHRIVER@ADDIS RAI,9.188908,40.125419,22/06/2023,0.097413504,0.097413504,0.377777778,0.2699263,0.40108234,0.3436447,0.31153136,0.31298777,0.3333587,0.3437526,0.3850733,0.41117835,0.3954042,0.4290419,0.17267172,-0.12336963,-0.116342954,0.803050478,0.790265234,0.457262915,0.604511246,0.1043372,0.504287438
AWASHRIVER@ADDIS RAI,9.188908,40.125419,22/06/2023,0.096741686,0.096741686,0.374074074,0.2699263,0.40108234,0.3436447,0.31153136,0.31298777,0.3333587,0.3437526,0.3850733,0.41117835,0.3954042,0.4290419,0.17267172,-0.12336963,-0.116342954,0.803050478,0.790265234,0.457262915,0.604511246,0.1043372,0.504287438
DEHOSPPRING,9.166462,40.083482,22/06/2023,0.6069869,0.6069869,0.433333333,0.2694107,0.40257573,0.34429196,0.3118567,0.31291485,0.33235672,0.34362808,0.38672233,0.41334185,0.39786547,0.4317078,0.17391741,-0.12531385,-0.119517416,0.80262906,0.790424908,0.45648296,0.605535819,0.103999354,0.506174513
DEHOSPPRING,9.166462,40.083482,22/06/2023,0.588511925,0.588511925,0.411111111,0.2694107,0.40257573,0.34429196,0.3118567,0.31291485,0.33235672,0.34362808,0.38672233,0.41334185,0.39786547,0.4317078,0.17391741,-0.12531385,-0.119517416,0.80262906,0.790424908,0.45648296,0.605535819,0.103999354,0.506174513
DEHOSPPRING,9.166462,40.083482,22/06/2023,0.597917366,0.597917366,0.422222222,0.2694107,0.40257573,0.34429196,0.3118567,0.31291485,0.33235672,0.34362808,0.38672233,0.41334185,0.39786547,0.4317078,0.17391741,-0.12531385,-0.119517416,0.80262906,0.790424908,0.45648296,0.605535819,0.103999354,0.506174513
